string,blp.rt,blp.rt.zscore,blp.accuracy,blp.accuracy.zscore
aas,NA,NA,0.05,-2.50872877
aback,647,0.370296008,0.4,-1.266404181
abaft,1376,2.404425444,0.025,-2.597466241
abase,692.75,0.437372209,0.1,-2.331253829
abased,695.75,0.912017502,0.25,-1.798829005
abashed,709.1666667,0.585761184,0.657894737,-0.351007115
abate,741.25,0.67988916,0.578947368,-0.631230708
abates,723.4090909,0.653545473,0.578947368,-0.631230708
abb_,884.25,1.636592305,0.105263158,-2.312572256
abb_s,539,-0.251259359,0.026315789,-2.592795849
abbess,736,0.959041712,0.157894737,-2.125756528
abbey,596,-0.165468031,0.95,0.685820174
abbeys,630.4166667,0.030697721,0.9,0.508345232
abbot,728.72,0.706933129,0.675,-0.290292004
abbots,692.1875,0.460519804,0.526315789,-0.818046436
abduct,616.6216216,-0.180114253,1,0.863295115
abeam,809.1428571,0.924034496,0.2,-1.976303946
abed,641.5,0.834491247,0.05,-2.50872877
abet,854.6,1.353928316,0.131578947,-2.219164393
abhor,752.2857143,0.860840595,0.368421053,-1.378493616
abhorred,739.5,0.715450199,0.65,-0.379029474
abhors,736.1875,0.86149281,0.4,-1.266404181
abide,631.75,-0.036013274,0.9,0.508345232
abides,662.6764706,0.250537482,0.875,0.419607762
abject,716.8695652,0.827739883,0.625,-0.467766945
abjure,729,1.263993737,0.078947368,-2.405980121
abjured,679,0.622298938,0.105263158,-2.312572256
ablaze,710.6388889,0.335139126,0.973684211,0.769887253
able,558.5,-0.533632138,1,0.863295115
abler,930.5,2.476334786,0.078947368,-2.405980121
ablest,705,1.271423277,0.1,-2.331253829
ably,695.7142857,0.401530419,0.263157895,-1.752125072
abo,NA,NA,0,-2.686203711
aboard,608.7,-0.147830863,1,0.863295115
abode,675.6666667,0.162036461,0.789473684,0.116032203
abodes,736.8888889,0.435352832,0.763157895,0.022624341
abort,628.2777778,-0.179551018,0.947368421,0.676479387
aborts,622.7105263,0.02891368,0.975,0.774557644
abound,625.5428571,-0.019074438,0.9,0.508345232
abounds,673.2083333,0.138189212,0.631578947,-0.44441498
about,524.475,-0.74644786,1,0.863295115
above,504.9210526,-0.783489143,1,0.863295115
abrade,582.5,0.058018521,0.15,-2.153778887
abreast,681.4642857,0.548177433,0.7,-0.201554533
abridge,737.8928571,0.802053776,0.75,-0.024079592
abridged,802.1071429,0.916355325,0.736842105,-0.070783524
abroad,589.6578947,-0.37581945,0.975,0.774557644
abrupt,643.225,0.040686965,1,0.863295115
abscess,781.8636364,0.765294581,0.657894737,-0.351007115
abscond,794.52,0.693002685,0.65,-0.379029474
absconds,737.7368421,0.767924336,0.526315789,-0.818046436
absence,568.75,-0.431332975,1,0.863295115
absent,579.75,-0.363063007,0.973684211,0.769887253
absents,597.3666667,-0.199893819,0.842105263,0.302847931
absolve,605.3333333,-0.136613423,1,0.863295115
absolved,713.3714286,0.322366263,0.921052632,0.583071525
absolves,651.5142857,0.222396995,0.875,0.419607762
absorb,591.4102564,-0.30041415,1,0.863295115
absorbed,616.8648649,-0.171621043,1,0.863295115
absorbs,615.8684211,-0.277390218,1,0.863295115
abstain,627.6666667,-0.126808713,0.975,0.774557644
abstained,699.6410256,0.353507821,0.975,0.774557644
abstract,555.5,-0.576152995,1,0.863295115
abstracts,563.1,-0.39012567,1,0.863295115
abstruse,812.1666667,1.07555138,0.15,-2.153778887
absurd,609.5897436,-0.088778432,0.975,0.774557644
abuse,549.972973,-0.538572911,0.973684211,0.769887253
abused,557.3947368,-0.452788997,1,0.863295115
abyss,637.6428571,0.084256944,0.736842105,-0.070783524
accede,750.4444444,0.849913865,0.236842105,-1.845532938
accedes,703,0.731068065,0.2,-1.976303946
accent,547.1538462,-0.558434947,1,0.863295115
accents,599.8157895,-0.308658584,1,0.863295115
accept,524.972973,-0.742338846,0.973684211,0.769887253
accepts,533.3846154,-0.646818424,1,0.863295115
access,585.974359,-0.347693631,0.975,0.774557644
acclaim,647.1764706,0.13795865,0.921052632,0.583071525
acclaimed,623.2702703,-0.104280135,0.973684211,0.769887253
acclaims,615.6666667,-0.030241213,0.9,0.508345232
accord,570.2368421,-0.408858279,1,0.863295115
accords,591.7428571,-0.322236268,0.947368421,0.676479387
accost,671.7777778,0.301580384,0.710526316,-0.164191387
accosts,737,0.601339463,0.625,-0.467766945
account,518.525,-0.680025935,1,0.863295115
accounts,553.2,-0.550042207,1,0.863295115
accrete,852.9230769,1.121845537,0.35,-1.443879122
accretes,777.1111111,1.171160401,0.25,-1.798829005
accrue,769.5,0.934091283,0.421052632,-1.191677888
accrued,803.3913043,0.908762819,0.575,-0.645241886
accrues,766.3888889,0.983255012,0.473684211,-1.00486216
accuse,553.125,-0.46531886,1,0.863295115
accused,584.9166667,-0.313253486,0.973684211,0.769887253
ace,507.6944444,-0.804727131,0.947368421,0.676479387
aces,574.7714286,-0.3280041,0.947368421,0.676479387
ache,524.3157895,-0.689843148,1,0.863295115
ached,652.65625,0.054360415,0.825,0.24213282
aches,563.8157895,-0.387698481,0.975,0.774557644
achieve,586.6052632,-0.469557223,1,0.863295115
achieved,532.1891892,-0.555536203,1,0.863295115
achieves,568.8108108,-0.207663789,0.925,0.597082703
aching,675.4285714,0.239463887,0.973684211,0.769887253
acid,508.775,-0.76991689,1,0.863295115
acids,599.6388889,-0.292536769,0.973684211,0.769887253
acme,785.4375,0.779686593,0.4,-1.266404181
acne,641.3870968,0.021706004,0.815789474,0.209440069
acorn,636.1176471,-0.029110302,0.921052632,0.583071525
acorns,651.1891892,0.087643927,0.95,0.685820174
acquaint,660.9705882,0.441342366,0.85,0.330870291
acquit,742.0555556,0.838286684,0.526315789,-0.818046436
acre,600.1794872,-0.125708539,0.975,0.774557644
acres,640.6756757,-0.127682512,0.973684211,0.769887253
acrid,691.05,0.83176316,0.5,-0.911454298
across,528.0789474,-0.679604857,1,0.863295115
act,552.6842105,-0.550305581,1,0.863295115
acted,619.85,-0.256860597,1,0.863295115
acting,580.8157895,-0.421926917,1,0.863295115
action,518.1315789,-0.632735716,1,0.863295115
actions,537.65,-0.599990446,1,0.863295115
active,536.95,-0.640950588,1,0.863295115
actor,534.3589744,-0.608576286,0.975,0.774557644
actors,534.55,-0.713231216,1,0.863295115
actress,571.6923077,-0.468186823,0.975,0.774557644
acts,474.0555556,-0.952565494,0.947368421,0.676479387
actual,528.075,-0.616201409,1,0.863295115
acute,576.3333333,-0.364519251,0.975,0.774557644
ad,608.5833333,-0.114056657,0.631578947,-0.44441498
adage,725,0.822890912,0.263157895,-1.752125072
adam,591.8684211,-0.245206575,0.95,0.685820174
adapt,562.05,-0.431390115,1,0.863295115
adapts,578.375,-0.388105252,1,0.863295115
add,563.9473684,-0.654335029,1,0.863295115
added,533.8857143,-0.602655244,0.921052632,0.583071525
adder,629.3939394,-0.000923177,0.825,0.24213282
adders,674.1724138,0.295757137,0.75,-0.024079592
addict,537,-0.547337726,1,0.863295115
addicts,560.3243243,-0.518770173,0.973684211,0.769887253
adding,591.3947368,-0.215713849,0.95,0.685820174
addled,685.6190476,0.459511559,0.55,-0.733979357
address,530.725,-0.718509686,1,0.863295115
addressed,585.05,-0.31967195,1,0.863295115
adds,623.6410256,-0.113757504,0.975,0.774557644
adduce,480.5,-0.66840237,0.075,-2.419991299
adduced,658.4,0.772116867,0.125,-2.242516358
adept,673.4193548,0.127720402,0.815789474,0.209440069
adeptly,713,0.705690894,0.657894737,-0.351007115
adepts,646.4090909,0.079593345,0.631578947,-0.44441498
adhere,680.8055556,0.234029827,0.947368421,0.676479387
adhered,639.875,0.272589237,0.825,0.24213282
adheres,681.65625,0.130149817,0.825,0.24213282
adieu,699.1428571,0.457497653,0.55,-0.733979357
adjoin,649.2307692,0.231214399,0.710526316,-0.164191387
adjoined,649.0294118,0.045489406,0.9,0.508345232
adjoins,656.1944444,0.262801545,0.9,0.508345232
adjourn,667.8484848,0.318706634,0.825,0.24213282
adjourned,690.6764706,0.329139556,0.894736842,0.489663659
adjourns,681.2692308,0.315956534,0.789473684,0.116032203
adjudge,725.4,0.570399747,0.289473684,-1.65871721
adjudged,793.7333333,0.990058589,0.447368421,-1.098270026
adjunct,671.2857143,0.412602421,0.7,-0.201554533
adjuncts,611.6666667,0.241221215,0.6,-0.556504416
adjured,628.7894737,0.056511879,0.5,-0.911454298
adjust,548.2105263,-0.443710558,0.975,0.774557644
adjusts,552.2222222,-0.431168432,0.95,0.685820174
adman,452.5,-0.829678929,0.05,-2.50872877
admass,515.5,-0.27120327,0.05,-2.50872877
admen,668,0.483349725,0.15,-2.153778887
admit,602.4736842,-0.260316416,1,0.863295115
admits,566.0263158,-0.43488967,1,0.863295115
ado,779.7333333,0.833211633,0.394736842,-1.285085754
adopt,545.7894737,-0.521714431,0.95,0.685820174
adopts,558.3421053,-0.53076946,0.975,0.774557644
adore,547,-0.582074194,0.973684211,0.769887253
adored,619.4594595,-0.290926005,1,0.863295115
adores,613.6923077,-0.121798628,0.975,0.774557644
adorn,578.6486486,-0.268149717,0.925,0.597082703
adorned,704.5675676,0.316255523,0.95,0.685820174
adorns,678.7419355,0.179069023,0.842105263,0.302847931
adrift,676.90625,0.204383693,0.842105263,0.302847931
adroit,710.6666667,0.982432511,0.157894737,-2.125756528
ads,653.4,0.032467594,0.675,-0.290292004
adult,497.8974359,-0.825502441,1,0.863295115
adults,551.55,-0.618170404,1,0.863295115
adv,645.6666667,1.05318406,0.075,-2.419991299
advance,562.225,-0.412085525,1,0.863295115
advanced,558.5789474,-0.493334218,1,0.863295115
advent,562.0857143,-0.591297699,1,0.863295115
adverb,654.027027,0.029404882,1,0.863295115
adverbs,605.2,-0.163079483,1,0.863295115
adverse,573,-0.31867956,1,0.863295115
advert,530.6756757,-0.632504203,1,0.863295115
adverts,542.325,-0.469884008,1,0.863295115
advice,527.5135135,-0.619926174,1,0.863295115
advise,515.1025641,-0.730475717,0.975,0.774557644
advised,577.9210526,-0.405216863,1,0.863295115
adze,785.25,1.61903454,0.105263158,-2.312572256
adzes,659,0.385819074,0.025,-2.597466241
aegis,731.5,1.201846846,0.05,-2.50872877
aeon,721.8571429,0.706431101,0.375,-1.355141651
aeons,758.2142857,1.093636863,0.375,-1.355141651
aerial,563.0512821,-0.387896058,1,0.863295115
aerials,618.9487179,-0.217379758,0.975,0.774557644
aertex,896.5,1.524140701,0.105263158,-2.312572256
aesthete,749.6,1.695918308,0.25,-1.798829005
aesthetes,830.4285714,1.154174045,0.2,-1.976303946
afar,729.0625,0.621724013,0.825,0.24213282
affair,551.175,-0.469171717,1,0.863295115
affairs,565.0810811,-0.47197606,1,0.863295115
affect,540.027027,-0.551230515,0.973684211,0.769887253
affects,544.1621622,-0.520264742,0.95,0.685820174
affine,818.25,1.585102503,0.131578947,-2.219164393
affirm,610.2777778,-0.116964929,0.9,0.508345232
affirmed,640.9428571,0.030021684,0.925,0.597082703
affirms,627.3428571,0.137124062,0.875,0.419607762
affix,673.1111111,0.484754841,0.7,-0.201554533
affixed,648.5517241,0.222536171,0.725,-0.112817062
afflict,609.4571429,-0.044989212,0.947368421,0.676479387
afflicts,679.5945946,0.16553043,0.925,0.597082703
affluence,695.5714286,0.406427875,0.9,0.508345232
affluent,658.2307692,0.222386699,1,0.863295115
afford,566.3055556,-0.470052301,0.947368421,0.676479387
affords,614.6875,-0.276919213,0.921052632,0.583071525
affray,710.3846154,0.605250239,0.65,-0.379029474
affrays,682.8461538,0.395165437,0.725,-0.112817062
affront,755.2352941,0.717249798,0.925,0.597082703
affronts,681.75,0.404491894,0.631578947,-0.44441498
afghan,792.2,1.073234175,0.9,0.508345232
afghans,732.1351351,0.76897785,0.925,0.597082703
afield,890.9166667,1.031129582,0.315789474,-1.565309344
aflame,874.4736842,1.585059133,0.5,-0.911454298
afloat,687.9705882,0.289651943,0.875,0.419607762
afoot,639.4285714,0.359220259,0.75,-0.024079592
afore,730.3125,0.821351544,0.425,-1.17766671
afraid,524.4871795,-0.618512992,0.975,0.774557644
afresh,666.7,0.16831533,0.815789474,0.209440069
afro,654.40625,0.151378778,0.85,0.330870291
afros,705.8695652,0.526485834,0.575,-0.645241886
aft,644,0.756219844,0.325,-1.532616593
after,517.8,-0.72767167,1,0.863295115
afters,625.7222222,-0.009507394,0.973684211,0.769887253
again,534.1794872,-0.644466881,0.975,0.774557644
against,513,-0.665598711,0.975,0.774557644
agape,745.9090909,0.869631287,0.315789474,-1.565309344
agar,825.2,1.168495969,0.263157895,-1.752125072
agate,649,0.58109345,0.325,-1.532616593
agates,687.3846154,0.916019191,0.35,-1.443879122
age,505.1538462,-0.895547699,0.975,0.774557644
aged,552.4,-0.440460191,1,0.863295115
ageing,571.15,-0.340581284,1,0.863295115
ageless,649.030303,0.104226771,0.894736842,0.489663659
agent,566.0263158,-0.374928476,1,0.863295115
agents,557.5135135,-0.530051024,0.973684211,0.769887253
ages,527.375,-0.621197919,1,0.863295115
aggrieve,710.0384615,0.518081218,0.710526316,-0.164191387
aggrieved,653.7027027,0.119964678,0.925,0.597082703
aggro,883.3888889,1.08068768,0.5,-0.911454298
aghast,665.0857143,0.164175709,0.9,0.508345232
agile,640.1212121,0.229571814,0.9,0.508345232
agin,409,-0.835357595,0.052631579,-2.499387983
aglow,799.4545455,0.904404969,0.289473684,-1.65871721
ago,612.1081081,-0.062381778,0.975,0.774557644
agog,850.25,1.257247663,0.236842105,-1.845532938
agree,544.8947368,-0.690780539,1,0.863295115
agreed,560.4324324,-0.510152337,1,0.863295115
agrees,563.3428571,-0.517015173,0.921052632,0.583071525
aground,698.7894737,0.705952935,0.5,-0.911454298
ague,755.25,1.195871852,0.105263158,-2.312572256
agues,631.8571429,0.676705046,0.2,-1.976303946
ah,629.375,-0.092590271,0.631578947,-0.44441498
aha,642.7619048,0.356534476,0.65,-0.379029474
ahead,598.3684211,-0.273946831,1,0.863295115
ahoy,681.0714286,0.319644693,0.7,-0.201554533
aid,537.3589744,-0.615484888,0.975,0.774557644
aide,702.40625,0.375716772,0.8,0.15339535
aided,624.6315789,-0.119461264,0.95,0.685820174
aides,680.2580645,0.305482052,0.775,0.064657879
aiding,691.9333333,0.223965653,0.815789474,0.209440069
aids,515.3513514,-0.739394308,1,0.863295115
ail,652.45,0.354320463,0.525,-0.822716828
ailed,798.75,0.695642567,0.631578947,-0.44441498
ailing,710.88,0.380577626,0.684210526,-0.257599252
ailment,700.6071429,0.438857622,0.763157895,0.022624341
ailments,736.9117647,0.670024251,0.85,0.330870291
ails,689.6842105,0.675977506,0.5,-0.911454298
aim,521,-0.726350075,0.973684211,0.769887253
aimed,589.5,-0.295315278,1,0.863295115
aiming,633.2564103,0.106567392,0.975,0.774557644
aimless,714.6756757,0.395932212,0.973684211,0.769887253
aims,524.5128205,-0.654800307,0.975,0.774557644
air,492.8421053,-0.876385656,1,0.863295115
airbase,645.7307692,0.026094359,0.684210526,-0.257599252
airbed,645.9393939,0.189748886,0.85,0.330870291
airborne,644.5405405,0.084243077,0.95,0.685820174
airbrake,668.9444444,0.30824126,0.475,-1.000191769
airbrakes,834.2777778,1.243747586,0.473684211,-1.00486216
airbus,614.8333333,-0.044394997,0.8,0.15339535
aircraft,647.2631579,-0.155538331,1,0.863295115
aircrew,741.7037037,0.664510907,0.7,-0.201554533
aircrews,730.2,0.697188838,0.657894737,-0.351007115
airdrome,815.5555556,0.871319438,0.25,-1.798829005
airdrop,775.5,0.581366609,0.447368421,-1.098270026
airdrops,671.2142857,0.495314682,0.45,-1.08892924
aired,587.7948718,-0.289479434,0.975,0.774557644
airedale,861.75,1.371726186,0.2,-1.976303946
airfield,682.8571429,0.100516679,0.947368421,0.676479387
airfields,721.9428571,0.384107529,0.947368421,0.676479387
airflow,679,0.054948968,0.736842105,-0.070783524
airforce,617.65,-0.084242635,1,0.863295115
airframe,633.7272727,0.113613516,0.275,-1.710091534
airframes,771.8181818,1.012942497,0.289473684,-1.65871721
airgun,674.7916667,0.268784569,0.657894737,-0.351007115
airguns,695.8064516,0.49704519,0.775,0.064657879
airier,769.3333333,0.843110407,0.578947368,-0.631230708
airing,608.4166667,-0.152574173,0.925,0.597082703
airless,594.6333333,-0.162010639,0.825,0.24213282
airlift,695.84375,0.264445529,0.842105263,0.302847931
airlifts,648.1612903,0.234440614,0.8,0.15339535
airline,545.925,-0.524342375,1,0.863295115
airlines,611.5833333,-0.274350074,0.973684211,0.769887253
airlock,635.5142857,0.046659298,0.875,0.419607762
airlocks,665.6,0.297830896,0.9,0.508345232
airmail,669.5625,0.047447262,0.921052632,0.583071525
airman,668,0.117505429,0.657894737,-0.351007115
airmen,646.7333333,-0.006577281,0.789473684,0.116032203
airplane,627.8378378,-0.148616812,0.973684211,0.769887253
airplanes,628.6,-0.033127909,1,0.863295115
airport,519.025,-0.730549172,1,0.863295115
airports,551.8,-0.431604885,1,0.863295115
airs,584.9722222,-0.483529062,0.973684211,0.769887253
airscrew,669.2,0.17673755,0.25,-1.798829005
airship,666.5882353,0.10330089,0.894736842,0.489663659
airships,627.5833333,-0.090025705,0.9,0.508345232
airsick,667,0.273552877,0.625,-0.467766945
airspace,636.7714286,0.141834957,0.925,0.597082703
airspeed,814.1578947,0.933126447,0.578947368,-0.631230708
airstrip,646.1304348,0.100239783,0.657894737,-0.351007115
airstrips,665.3125,0.281999153,0.85,0.330870291
airtight,726.4166667,0.549497165,0.925,0.597082703
airway,627,-0.144363675,0.973684211,0.769887253
airways,617,-0.219606901,0.975,0.774557644
airy,634.7741935,-0.115244011,0.815789474,0.209440069
aisle,610.3611111,-0.090516085,0.9,0.508345232
aisles,705.0294118,0.228438454,0.921052632,0.583071525
aitch,889,3.201418436,0.05,-2.50872877
aitches,879,3.490841924,0.025,-2.597466241
ajar,673.3823529,0.259045585,0.85,0.330870291
akin,720.6153846,0.552237617,0.65,-0.379029474
al,474.4,-0.801939985,0.131578947,-2.219164393
alack,779.25,1.254268065,0.125,-2.242516358
alarm,534.1052632,-0.667980787,1,0.863295115
alarmed,579.4166667,-0.449217108,0.973684211,0.769887253
alarms,531.5135135,-0.67819422,0.973684211,0.769887253
alas,727.2222222,0.383333369,0.9,0.508345232
alb,651,-0.566056414,0.025,-2.597466241
albs,610,0.198346977,0.05,-2.50872877
album,589.8888889,-0.356475186,0.947368421,0.676479387
albums,561.2307692,-0.458013363,0.975,0.774557644
alcove,717.1,0.34354209,0.526315789,-0.818046436
alcoves,737.862069,0.572018744,0.775,0.064657879
alder,733.75,0.610178406,0.342105263,-1.471901482
alders,771.5333333,0.733149906,0.375,-1.355141651
ale,531.3428571,-0.585934732,0.973684211,0.769887253
alehouse,874.2105263,1.100168078,0.526315789,-0.818046436
alert,540.5384615,-0.614182456,1,0.863295115
alerts,595.1621622,-0.435765317,1,0.863295115
ales,638.4722222,0.056113611,0.9,0.508345232
alga,635.2857143,0.634406666,0.2,-1.976303946
algae,697.03125,0.308982113,0.8,0.15339535
alias,617.4193548,-0.129588239,0.842105263,0.302847931
alien,529.1052632,-0.602917738,1,0.863295115
aliens,549.0789474,-0.525847782,1,0.863295115
alight,699.6363636,0.347788079,0.894736842,0.489663659
alights,709,0.475202461,0.815789474,0.209440069
align,626.5,-0.146833777,0.9,0.508345232
aligned,702.0571429,0.121869844,0.947368421,0.676479387
aligns,702.2,0.277385536,0.921052632,0.583071525
alike,602.7297297,-0.097898256,0.925,0.597082703
alive,552.7027027,-0.490626908,1,0.863295115
all,529.5263158,-0.63810344,1,0.863295115
allah,779.72,0.831804174,0.736842105,-0.070783524
allay,672.125,0.423996972,0.425,-1.17766671
allayed,750.9565217,0.835762649,0.575,-0.645241886
allays,807.0952381,0.979228093,0.525,-0.822716828
allege,678.3125,0.264815071,0.5,-0.911454298
alleged,619.1282051,-0.22858355,0.975,0.774557644
alley,582.1794872,-0.432153954,0.975,0.774557644
alleys,563.9487179,-0.462155431,0.975,0.774557644
allied,678.8378378,0.071215227,0.973684211,0.769887253
allies,611.972973,-0.082519821,0.95,0.685820174
allot,716.9166667,0.549497529,0.631578947,-0.44441498
allots,755.1923077,0.866300449,0.684210526,-0.257599252
allow,543.3428571,-0.695354922,0.973684211,0.769887253
allowed,549.3589744,-0.462008319,1,0.863295115
allows,549.9230769,-0.54137121,0.975,0.774557644
alloy,583.4166667,-0.369406735,0.947368421,0.676479387
alloyed,731.08,0.52625827,0.684210526,-0.257599252
alloys,622.975,-0.078694991,1,0.863295115
allspice,700.4444444,0.695894562,0.225,-1.887566475
allude,662.09375,0.297211334,0.85,0.330870291
allure,648,0.003294095,0.842105263,0.302847931
allured,667.2941176,0.177605119,0.921052632,0.583071525
ally,597.1,-0.146780743,0.825,0.24213282
almond,586.1621622,-0.287138337,0.973684211,0.769887253
almonds,604.4166667,-0.232999696,0.973684211,0.769887253
almost,521.75,-0.611817166,1,0.863295115
alms,764.7,1.005942508,0.263157895,-1.752125072
aloe,745.3,0.890555522,0.552631579,-0.72463857
aloes,720.6,0.892282215,0.25,-1.798829005
aloft,683.6666667,0.289202133,0.763157895,0.022624341
alone,549.8,-0.462244722,1,0.863295115
along,532.4594595,-0.567486036,0.973684211,0.769887253
aloof,643.6666667,0.220427995,0.85,0.330870291
aloud,563.775,-0.459237457,1,0.863295115
alp,618.0434783,-0.098536894,0.575,-0.645241886
alpha,557.2432432,-0.459009038,0.95,0.685820174
alphas,631.9411765,0.230791543,0.85,0.330870291
alpine,597.4117647,-0.21691407,0.9,0.508345232
alps,624.6756757,-0.067434737,0.925,0.597082703
alright,562.2702703,-0.375771759,0.95,0.685820174
alsace,881.5,1.045367003,0.125,-2.242516358
also,529.4054054,-0.764899778,0.973684211,0.769887253
altar,647.1891892,0.001887147,0.95,0.685820174
altars,651.0263158,0.006576679,0.95,0.685820174
alter,620.2368421,-0.185709721,1,0.863295115
altered,651.6857143,-0.085617942,0.921052632,0.583071525
alters,606.7027027,-0.172618346,0.925,0.597082703
although,581.5,-0.332453449,1,0.863295115
alto,674.4117647,0.48841323,0.45,-1.08892924
altos,900.8823529,1.618770557,0.447368421,-1.098270026
alum,738.6363636,0.976155236,0.275,-1.710091534
always,519.9142857,-0.757608724,0.947368421,0.676479387
am,621.5,-0.049805268,0.842105263,0.302847931
amah,380,-1.086969252,0.025,-2.597466241
amass,690.75,0.694282981,0.625,-0.467766945
amassed,706.2173913,0.459737557,0.575,-0.645241886
amaze,577.7777778,-0.485449605,0.973684211,0.769887253
amazed,582.675,-0.346351133,1,0.863295115
amber,597.2564103,-0.142833528,0.975,0.774557644
ambience,611.9722222,-0.226077968,0.947368421,0.676479387
ambient,615.5128205,-0.050804087,0.975,0.774557644
ambit,978.3333333,1.016164606,0.075,-2.419991299
amble,612.5833333,-0.129019727,0.925,0.597082703
ambled,648.7777778,0.136399914,0.710526316,-0.164191387
ambles,634.6176471,0.044503646,0.85,0.330870291
ambling,656.8928571,0.271014526,0.75,-0.024079592
ambush,599.2162162,-0.139850306,0.925,0.597082703
ambushed,636.8857143,0.062552957,0.947368421,0.676479387
amen,670,0.052462958,0.95,0.685820174
amend,590.1764706,-0.209291905,0.9,0.508345232
amends,647.1388889,-0.092182931,0.973684211,0.769887253
amid,678.5172414,0.355777832,0.763157895,0.022624341
amidst,687.9117647,0.431992565,0.875,0.419607762
amir,755.8,0.765441161,0.131578947,-2.219164393
amirs,649,0.462604608,0.075,-2.419991299
amiss,708.7142857,0.517604922,0.7,-0.201554533
ammo,695.6190476,0.131888609,0.552631579,-0.72463857
amok,708.8181818,0.265550072,0.289473684,-1.65871721
among,588.3428571,-0.460623239,0.947368421,0.676479387
amongst,608.4,-0.099693745,1,0.863295115
amount,524.25,-0.585414675,1,0.863295115
amounts,562.6578947,-0.374716119,1,0.863295115
amour,677.72,0.287196953,0.675,-0.290292004
amours,699,0.481455753,0.631578947,-0.44441498
amp,633.6785714,0.092921455,0.736842105,-0.070783524
ampere,796.6153846,0.817510351,0.375,-1.355141651
amperes,779.6153846,0.811784535,0.325,-1.532616593
ample,590.1428571,-0.158824782,0.925,0.597082703
ampler,847.8571429,1.22040734,0.421052632,-1.191677888
amply,755.7692308,0.585400734,0.684210526,-0.257599252
ampoule,667,1.34656705,0.075,-2.419991299
ampoules,583.2,0.787712173,0.15,-2.153778887
amps,705.28125,0.192960743,0.842105263,0.302847931
amuck,917.8,1.619042493,0.184210526,-2.032348666
amuse,576.0555556,-0.32642311,0.973684211,0.769887253
amused,534.05,-0.575580902,1,0.863295115
an,599.1621622,-0.166154227,0.925,0.597082703
anal,564.3421053,-0.425267283,1,0.863295115
anchor,558.4864865,-0.493375921,1,0.863295115
anchored,591.5428571,-0.336374244,0.921052632,0.583071525
anchors,566.3684211,-0.341291243,0.95,0.685820174
ancient,520.725,-0.696384734,1,0.863295115
ancients,543.2162162,-0.378024729,0.95,0.685820174
and,540.0555556,-0.545585241,0.947368421,0.676479387
anew,699.5,0.513008461,0.552631579,-0.72463857
angel,556.9473684,-0.505475726,1,0.863295115
angels,571.7567568,-0.442141249,0.973684211,0.769887253
anger,532.3684211,-0.660862043,1,0.863295115
angered,578.8648649,-0.206942567,0.95,0.685820174
angers,563.5945946,-0.473513178,1,0.863295115
angle,522.2368421,-0.690816221,1,0.863295115
angled,650.0294118,-0.014081233,0.947368421,0.676479387
angler,612.483871,-0.121262522,0.815789474,0.209440069
anglers,654.4193548,0.09306377,0.8,0.15339535
angles,593.6571429,-0.35843627,0.921052632,0.583071525
angling,711.0645161,0.328909092,0.815789474,0.209440069
angrier,601.7567568,-0.194498255,0.973684211,0.769887253
angry,495.8157895,-0.905531715,1,0.863295115
angst,707.5357143,0.437265498,0.736842105,-0.070783524
anguish,599.5526316,-0.108217309,0.95,0.685820174
anguished,650.0540541,0.144366648,0.973684211,0.769887253
anis,556.6666667,-0.2589977,0.175,-2.065041417
anise,751.8571429,0.746091621,0.175,-2.065041417
ankle,582.55,-0.398605976,1,0.863295115
ankles,567.9736842,-0.514927904,1,0.863295115
anklet,647.2058824,0.119007519,0.85,0.330870291
anklets,656.3030303,0.061893699,0.921052632,0.583071525
anna,694.0526316,0.236830005,0.552631579,-0.72463857
annals,740.7142857,0.656837253,0.394736842,-1.285085754
annas,1079.5,2.378082867,0.052631579,-2.499387983
annealed,785.2,0.932845507,0.157894737,-2.125756528
annex,635.2702703,-0.013592003,0.925,0.597082703
annexe,655.1764706,0.119322848,0.921052632,0.583071525
annexed,665.6,0.181569537,0.815789474,0.209440069
announce,603.6666667,-0.224737121,1,0.863295115
announced,582.675,-0.330994112,1,0.863295115
annoy,525.25,-0.553041657,0.947368421,0.676479387
annoyed,550.95,-0.466454388,1,0.863295115
annoys,546.6052632,-0.522939504,0.95,0.685820174
annual,548.65,-0.335033199,1,0.863295115
annuals,629.9444444,-0.031652493,0.947368421,0.676479387
annul,770.4736842,0.783927021,0.5,-0.911454298
annulled,731.2,0.617808436,0.789473684,0.116032203
anode,696.1428571,0.429347018,0.55,-0.733979357
anoint,728.2083333,0.571370538,0.6,-0.556504416
anoints,741,0.685953572,0.6,-0.556504416
anon,658.0322581,0.309571625,0.8,0.15339535
answer,543.9736842,-0.48593522,1,0.863295115
answered,561.925,-0.422613491,1,0.863295115
answers,537,-0.648223085,1,0.863295115
ant,538.2702703,-0.617834407,0.973684211,0.769887253
ante,768.5,0.897134406,0.315789474,-1.565309344
antes,735.8,0.625932104,0.131578947,-2.219164393
anthem,689.7878788,0.144519287,0.894736842,0.489663659
anthems,623.6842105,0.009162596,0.95,0.685820174
anther,697.8571429,0.873350369,0.375,-1.355141651
anthers,792.9166667,1.151928582,0.35,-1.443879122
anthill,833.05,1.248300424,0.55,-0.733979357
anthills,836.1538462,0.852276834,0.342105263,-1.471901482
anthrax,678.0344828,0.260814845,0.725,-0.112817062
anti,637.28,0.120912926,0.684210526,-0.257599252
